PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Group_Size,Is_Alone,Ticket_Type,Cabin_Deck,Lifeboat_Assigned,Satisfaction_Score,Baggage_Weight_kg,CheckIn_Duration_min,Pre_Board_Rating,Medical_Condition,Travel_Insurance,Booking_Lead_Time_Days,Meal_Preference,Port_Distance_km,Companion_Count,Room_Service_Spend,Bar_Spend,Spa_Spend,Entertainment_Spend,Total_Onboard_Spend,Customer_Feedback_Len,Is_Repeat_Passenger,Loyalty_Program_Tier,Emergency_Drill_Attended,Cabin_Number,Staff_Assigned_ID,Survey_Completion_Time_sec
1011,1,1,female,14.856036504943305,0,0,0.0,C,1,1,VIP,F,L1,3.0,47.479203741344435,5.877795566617687,Good,None,1,49,Vegetarian,21.275133275879003,0,224.08810854170946,0.0,81.48214283982539,61.966109659071634,367.5363610406065,434,0,Silver,1,A33,101,383.14736534158845
1012,0,3,male,46.06127174033873,0,0,0.0,S,1,1,Premium,nan,nan,3.0,17.103561421792367,11.191770469309823,Poor,Minor,1,99,Vegetarian,26.188432109896297,0,0.0,0.8408210106858731,15.436162007373385,29.90182342067747,46.17880643873673,369,0,Platinum,1,A79,101,311.27488267151506
1013,0,3,male,,0,0,22.799297416604833,S,1,1,Standard,nan,nan,3.0,26.393297353253317,14.091123620585334,Good,None,1,115,Halal,6.708898860035702,0,0.0,10.831583590393102,18.977928922517897,61.85497309120216,91.66448560411317,245,0,Silver,1,C69,105,256.2134830095382
1014,0,1,male,23.151185251690542,0,0,81.32430327112732,Q,1,1,Premium,D,nan,2.0,33.5452882870042,15.866707118567772,Poor,Minor,0,11,Standard,9.394549335107449,0,567.392943094552,83.15992746716732,36.68808394762455,10.84154213597649,698.0824966453205,401,0,None,1,B58,105,300.8891538937778
1015,0,1,male,,0,0,22.543329652097206,S,1,1,Standard,B,nan,3.0,49.97598116970338,19.39588150717213,Excellent,Chronic,1,88,Vegan,87.82634109225579,0,120.54131716788055,15.917418836158511,76.60530301876584,86.36787941616174,299.4319184389666,109,0,Silver,1,B85,102,239.62998525509212
1016,1,1,female,72.57963249023881,0,0,2.099790168253194,S,1,1,Premium,C,L1,2.0,9.716362924890745,14.239000098211667,Excellent,Minor,1,49,Halal,43.954399751297544,0,147.16223023875833,65.75678747850708,4.594334663541646,128.04818234116678,345.5615347219738,253,0,Gold,1,A75,105,173.89774031341187
1017,0,2,male,13.782410185461073,0,0,44.90159710023199,S,1,1,Discounted,C,nan,4.0,27.43568597775691,13.420206367771748,Poor,None,0,21,Standard,20.589186371510024,0,0.0,0.0,10.88259553621769,108.79306265318328,119.67565818940098,87,0,Gold,0,C27,102,248.84746541645848
1018,0,3,male,,0,0,0.2257380736827438,S,1,1,VIP,D,nan,3.0,22.3304053956125,20.515653530348704,Average,Minor,1,115,Standard,81.18982755206098,0,0.0,36.895129223223954,4.498425326717833,54.059106008116686,95.45266055805848,71,0,Silver,1,A61,101,304.3728919782525
1019,0,2,female,64.33589496190072,1,0,45.69527086529175,S,2,0,Standard,nan,nan,3.0,43.96190743500598,18.309977835316527,Poor,None,0,66,Vegetarian,14.152633941659696,1,0.0,3.5196908222228562,28.403157720963318,13.060680836596228,44.983529379782404,380,0,Gold,1,B53,102,363.71548712928484
1020,0,2,male,42.09366092952232,1,0,16.560801850330197,S,2,0,Premium,nan,nan,3.0,26.418547895524515,17.694889878505492,Poor,None,0,63,Halal,186.55324096384405,1,0.0,9.997332168927976,10.971513769514846,30.322409883790613,51.29125582223344,29,0,Gold,1,B62,102,248.66884772541874
1021,1,3,female,37.47994551054269,1,0,29.37891434932296,S,2,0,Premium,nan,L1,3.0,9.993988606331664,15.562578557940572,Average,Chronic,1,104,Standard,21.14208103269256,1,0.0,157.55731165493222,11.840555983164467,81.82355107422535,251.22141871232205,171,1,None,1,C39,103,360.60974721162927
1022,1,1,female,16.47412625300257,0,0,136.28666445696564,S,1,1,Premium,B,L5,,33.549086537896265,19.915761054599294,Excellent,None,0,83,Standard,20.572470480120014,0,369.6104531257245,0.0,2.2066824253625996,31.05856250745493,402.87569805854207,308,0,Platinum,1,D66,105,227.3590208515874
1023,0,2,female,14.810992991797313,0,0,136.00827703864118,C,1,1,Discounted,nan,nan,3.0,39.68512782187459,11.718453043848667,Good,Minor,0,103,Halal,18.691920248385877,0,0.0,0.0,12.914076427103513,81.59596669274512,94.51004311984863,393,0,None,1,C82,102,244.828652031633
1024,1,2,male,28.56839398022675,0,0,9.501329570662241,S,1,1,Discounted,nan,L4,1.0,5.1296563249526566,11.03652858906961,Poor,Chronic,1,28,Vegan,6.511785235846411,0,0.0,30.77641014610688,59.52317884447083,34.73985371458484,125.03944270516254,342,0,Bronze,1,C29,101,386.9493962037871
1025,0,2,male,51.75577642439933,0,0,32.06555570045207,Q,1,1,Standard,B,nan,3.0,43.65305084392833,18.73050493434662,Average,Minor,1,17,Halal,5.890616341693988,0,0.0,56.313764206685725,7.960902386351158,127.33858042141092,191.6132470144478,435,0,None,0,D34,104,302.8572611977497
1026,1,3,female,24.204756328571133,5,0,5.397514527540879,S,6,0,Standard,nan,L3,2.0,13.371035000254953,6.874820153765459,Poor,None,0,6,Halal,52.22112707375539,5,0.0,48.196678167655996,35.6417500397116,59.590720926068954,143.42914913343657,176,0,Silver,1,C14,102,289.5826832829214
1027,1,1,male,24.715913421878795,0,0,55.56342086424126,S,1,1,Discounted,nan,L2,1.0,29.843121409402002,15.460897548182436,Average,Minor,1,19,Vegan,104.01931721648525,0,266.8480650030141,42.030443900221506,29.79744913051498,36.83259389167366,375.5085519254242,138,0,Platinum,1,C88,105,314.11679939446964
1028,0,3,female,,0,1,10.369095530095212,C,2,0,Standard,B,nan,,23.710887530935256,13.41720823868744,Good,None,0,56,Halal,78.15647227353367,1,0.0,3.050016562069791,59.7395373454003,121.84892703705924,184.63848094452933,193,0,Silver,1,D81,103,227.61580495691726
1029,0,3,female,34.01210637618133,0,0,21.723597672340095,S,1,1,VIP,F,nan,4.0,37.384421747473866,7.971226346735221,Good,Minor,0,102,Standard,7.605580990770505,0,0.0,50.09278649528509,4.2568606885143625,51.42584472081761,105.77549190461707,185,0,Bronze,1,C96,101,280.14911228557065
1030,1,1,female,,1,0,351.93374813151127,Q,2,0,VIP,G,L5,,21.702272665358382,10.343662101418676,Excellent,None,1,28,Halal,39.43690338507174,1,46.20743875650612,73.24957504755363,113.9473866495078,16.72315317581729,250.12755362938486,217,0,Platinum,1,C49,103,300.1596694875931
1031,0,3,male,17.86631719678849,0,0,15.353069658561862,S,1,1,Discounted,C,nan,3.0,44.13934295067698,14.455119538523254,Average,None,1,66,Vegan,5.579636222658263,0,0.0,0.0,26.213367492082597,85.56142371054624,111.77479120262883,163,0,Gold,1,D35,104,373.88285617076593
1032,0,1,male,20.31216825104746,0,0,45.97515645524705,Q,1,1,Standard,nan,nan,3.0,37.87233624314556,20.169816282495113,Average,None,0,38,Jain,2.3176256724648,0,156.0718424856876,0.5570188398643299,161.9385117810851,87.2346306656983,405.80200377233535,160,0,None,1,C71,102,199.77497164191593
1033,0,1,female,22.62727443967048,0,0,46.500913944617054,S,1,1,Premium,nan,nan,2.0,34.14709269783147,11.735210043710945,Excellent,None,1,119,Halal,53.41179677126958,0,38.27000369209904,65.49879730464347,72.74757404333042,107.20435128536013,283.7207263254331,430,0,Silver,1,C59,102,405.77941892254626
1034,0,3,male,16.16418875354409,0,0,14.04708664772349,Q,1,1,VIP,nan,nan,2.0,40.830826800328445,21.066906999524967,Excellent,None,1,37,Vegetarian,38.30227631898696,0,0.0,0.0,0.0,36.03291498125783,43.54516921191121,12,1,Bronze,1,B38,105,292.52113570049744
1035,0,3,male,13.829749082162031,0,0,2.8647057606257404,S,1,1,Discounted,F,nan,4.0,38.931036571777206,15.315896137782582,Average,Minor,0,115,Standard,4.279184478922515,0,0.0,0.0,1.7340224467630907,66.56570086383677,68.29972331059986,295,0,Gold,1,C69,102,233.36662506197945
1036,1,3,male,26.147994861440345,0,0,1.2292000305969455,nan,1,1,Standard,E,L4,3.0,6.6172403714699,21.551923510849853,Excellent,None,0,116,Standard,1.7782111266312863,0,0.0,6.823652872416326,8.856878183458274,42.35518785639844,58.03571891227304,88,0,None,0,A42,101,222.50191703193653
1037,1,2,female,17.108450526548125,0,0,9.634225295070562,S,1,1,Discounted,nan,L4,4.0,22.763045923017266,11.977541956099758,Good,None,0,68,Vegetarian,229.05517338501852,0,0.0,0.0,22.49556743997615,12.143060417353219,34.63862785732937,323,1,Gold,1,C92,104,316.3889590202524
1038,0,1,female,,0,1,28.78177404551521,S,2,0,Premium,nan,nan,4.0,46.886328379242045,14.755952059473158,Poor,None,1,86,Vegetarian,1.5240599816396865,1,7.982579362504875,21.87699101561119,5.647642919594635,131.49207405238374,166.99928735009445,41,0,None,1,A25,103,219.16743119588847
1039,0,3,male,14.514971291560197,0,1,3.689854242189208,Q,2,0,VIP,B,nan,2.0,10.65759210465018,16.842418016684977,Good,None,1,90,Halal,29.396876588612013,1,0.0,0.0,0.0,109.33047067325117,114.82868177414876,402,0,Platinum,1,C16,104,266.39258729441406
1040,0,2,male,21.841820670427914,0,0,5.853345651108929,S,1,1,Discounted,nan,nan,3.0,38.169344769442304,14.102447686292441,Excellent,None,1,49,Vegetarian,35.121408259141774,0,0.0,65.62982512668641,18.630017257592993,45.2194589188201,129.4793013030995,209,0,Gold,0,B21,102,285.0058163473321
1041,1,1,female,23.40820872193617,0,2,3.6554063796745226,S,3,0,Discounted,nan,L5,3.0,48.856631510089834,19.76512073572618,Average,None,1,43,Jain,6.2373698447773736,2,69.17540434548901,60.31970688349201,1.0150181378953198,89.90594893079795,220.4160782976743,228,1,Gold,1,D14,103,368.6205443642896
1042,0,2,female,12.79821977185682,1,0,0.3967832623028793,C,2,0,Discounted,F,nan,2.0,7.348938307023723,3.9621813735486704,Average,None,1,36,Vegan,9.259991458813703,1,0.0,0.0,3.899436744851893,30.189568220170866,34.08900496502276,349,0,Gold,0,B78,105,361.1072075558384
1043,0,1,male,18.155754020706347,1,0,373.99812822454567,S,2,0,Premium,B,nan,4.0,35.69872462819747,27.1120276939497,Good,None,0,58,Vegetarian,21.678185593130234,1,12.119631976181433,139.57007962274866,16.12850675447737,133.53549326936565,301.3537116227731,274,0,Platinum,1,A35,104,261.4204565928625
1044,0,3,male,14.165239902478973,0,0,5.861307342367071,S,1,1,Discounted,nan,nan,3.0,26.066936358546368,19.28887303497581,Average,None,0,13,Vegetarian,71.70618335793833,0,0.0,0.0,1.956319503624673,17.235951504286547,19.19227100791122,441,0,Bronze,1,A31,103,287.2390097867447
1045,0,2,female,12.982083881587872,0,0,10.670852004016993,S,1,1,Premium,C,nan,2.0,31.062886491862496,14.132340854824918,Excellent,None,0,52,Jain,35.370665384013236,0,0.0,0.0,15.162958696061446,0.5755718261701348,15.738530522231581,278,1,None,1,C22,103,204.27690598945526
1046,0,3,female,80.0,0,2,11.952492810577695,Q,3,0,Premium,D,nan,3.0,8.84036014179462,12.238391632113277,Good,None,0,58,Standard,50.792001955847944,2,0.0,53.34162972630644,19.27397936294689,75.30122966087733,147.91683875013064,250,0,Gold,1,D42,103,177.6542692053768
1047,0,2,female,17.836950337791304,0,0,5.416955630700533,S,1,1,Premium,C,nan,,6.935312834012277,10.667896942757228,Average,Minor,1,32,Standard,210.57051619007981,0,0.0,0.0,18.004277737989977,87.46917351793039,105.47345125592037,309,0,Platinum,1,C32,101,226.2568531444428
1048,0,3,female,,1,2,31.447040664267647,S,4,0,VIP,D,nan,2.0,35.00899972479148,18.228077370848684,Poor,Minor,1,81,Halal,73.05206678322241,3,0.0,18.917588989572963,61.01680910226976,86.84479804437066,166.7791961362134,207,1,Bronze,1,A27,104,367.3858416795486
1049,0,3,male,16.40833251440102,0,0,16.205624209693653,Q,1,1,VIP,nan,nan,4.0,42.048924341932306,19.97490834396177,Poor,None,0,105,Jain,28.490004706164353,0,0.0,0.0,0.0,8.176789115673945,30.831453401570897,320,0,None,1,B39,103,346.8048433332876
1050,0,1,male,,3,2,7.96140928448559,Q,6,0,Discounted,nan,nan,2.0,40.190690071983525,14.187369359350502,Excellent,Critical,0,100,Vegan,29.56943016672915,5,95.82283937591063,3.5830482262487418,18.93225196948484,47.10657103776487,165.44471060940907,139,0,Platinum,1,B25,104,323.00617575579685
1051,1,3,female,33.42099334242313,0,0,5.675930127350592,S,1,1,Discounted,C,L1,4.0,29.47125775398068,20.534952064892515,Average,None,1,119,Vegan,48.217892986499514,0,0.0,87.86753738358343,15.865067280914994,74.87984202619977,178.6124466906982,279,0,None,1,A48,103,212.54253080276538
1052,0,3,female,,0,0,22.18590108147896,S,1,1,VIP,nan,nan,4.0,9.494006951128018,10.463699766194388,Excellent,None,0,60,Jain,54.73577581070956,0,0.0,14.687726489312183,51.05044140256294,32.48687784408613,98.22504573596126,33,0,Gold,1,A35,105,257.30042535653126
1053,0,3,female,21.567849660679077,1,0,30.40339683276874,S,2,0,Standard,nan,nan,3.0,35.96199997262062,9.580945750065819,Good,Critical,0,110,Vegan,34.728502201178465,1,0.0,32.030346015466144,67.63002479688768,130.89388282288445,230.55425363523827,308,1,Bronze,1,D74,105,248.5307383092827
1054,0,3,female,19.961367202580668,1,0,6.614868152564619,S,2,0,VIP,nan,nan,3.0,15.884999759936568,24.066706026227745,Poor,None,0,83,Standard,51.76233221243686,1,0.0,2.2140690471694193,57.56920513094521,13.066393419215105,72.84966759732973,391,0,Platinum,1,A47,105,290.04009776276627
1055,0,3,male,18.435649525559622,1,0,9.979138812052584,S,2,0,Premium,C,nan,4.0,45.998091624532265,17.955543067692716,Good,Chronic,0,58,Vegan,1.1906902814401397,1,0.0,60.088672276586166,33.584039980321705,73.10766625080643,166.78037850771432,17,0,Bronze,1,B15,102,286.2567866020731
1056,0,3,male,51.78834072331171,1,0,1.9190050871963849,S,2,0,VIP,F,nan,3.0,42.72194117955672,21.98424100906664,Average,None,1,99,Vegan,28.072874732802948,1,0.0,20.065761710888232,4.432795451800326,103.7124086269728,128.21096578966137,56,0,Gold,1,B59,103,239.8825885982503
1057,0,1,female,38.634106067126964,0,1,402.0027983178891,S,2,0,Premium,nan,nan,4.0,36.922233518932586,10.730301458061536,Excellent,None,0,110,Jain,16.351512960901623,1,22.019692263064137,68.27299132688826,9.724986733062591,39.26266502017236,139.28033534318735,111,0,Bronze,1,B97,102,320.95300847391263
1058,1,1,female,62.29764584123537,1,0,22.40074402650308,S,2,0,Discounted,nan,L2,2.0,47.69806801240087,10.382373041156349,Excellent,None,0,104,Jain,6.915680187682997,1,19.90831243554906,26.58570215582226,1.414731426218834,93.63611054962772,141.5448565672179,4,1,Bronze,1,B36,104,313.7367828122543
1059,1,1,female,13.990928127541583,0,0,243.1007931769805,Q,1,1,Standard,A,L1,4.0,6.413981968007282,13.206953402712289,Excellent,Minor,0,56,Vegan,5.242838395155899,0,30.44493069821947,0.0,80.13307144118205,124.40777252135618,234.9857746607577,409,0,Silver,1,A81,102,256.2706140544232
1060,0,2,female,31.688270451907613,2,0,23.073887308308322,nan,3,0,Discounted,B,nan,4.0,38.12901912773429,10.879705792304941,Good,None,1,28,Vegetarian,46.21515799258397,2,0.0,35.99253662060986,32.43483121308412,28.550546264257132,96.97791409795111,413,0,Bronze,1,D83,104,318.2567034979519
1061,0,2,female,53.791908978918606,0,0,20.588088903188268,C,1,1,Premium,F,nan,5.0,19.86092507013824,18.526826051142255,Poor,Minor,0,1,Jain,37.074929500839474,0,0.0,6.9921094588951505,41.15552135688752,137.58308877372943,185.7307195895121,181,0,None,0,A71,104,367.4571220998312
1062,0,2,male,14.999337145511966,1,0,15.814738557033706,S,2,0,Premium,nan,nan,2.0,45.772964855886435,11.244369715367773,Good,None,0,42,Halal,14.623617509786552,1,0.0,0.0,11.200324894991518,83.0337798993537,94.23410479434523,12,1,Platinum,1,A67,104,385.68364662739475
1063,1,3,male,,0,0,2.7534677945456076,S,1,1,Premium,nan,L1,3.0,17.000383849788992,9.141650709663548,Good,None,0,82,Halal,31.833622236131703,0,0.0,19.08538888817488,56.056660450840695,44.88480064515908,120.02684998417465,338,0,Silver,1,B87,102,329.43972939659153
1064,0,2,male,32.270897297829336,0,0,4.27296694051408,C,1,1,Standard,G,nan,3.0,37.618542469175765,15.710077061276161,Average,None,0,48,Standard,33.886562467724715,0,0.0,121.4979649738807,9.017074000175906,64.6287413073406,195.1437802813972,284,0,Platinum,1,B15,103,327.67607660456133
1065,1,2,male,24.816407162980045,0,0,5.479867769651149,C,1,1,VIP,B,L3,3.0,44.494115884285165,8.550069120873934,Average,None,0,40,Vegan,10.84620787250839,0,0.0,3.143194697208307,0.04935328690327598,46.82878256795819,50.02133055206978,258,0,Platinum,1,B48,102,285.59166515854133
1066,0,3,male,39.661157119822164,1,0,2.166501367322777,S,2,0,Discounted,nan,nan,3.0,6.874556827220709,6.002680342623053,Average,Chronic,1,97,Vegetarian,52.79101270853492,1,0.0,59.211354374571,14.168104075966399,108.76667398999741,182.1461324405348,89,0,Gold,1,D23,103,361.78277373210955
1067,0,1,male,14.258373696212889,0,0,128.5404643936877,Q,1,1,Discounted,nan,nan,1.0,22.894141081641624,15.666286169306389,Poor,None,0,63,Standard,75.91576906339013,0,96.75013056677909,0.0,25.372275783541166,119.44509951226982,241.56750586259008,103,0,Gold,1,B60,103,235.77891291961276
1068,0,3,male,,0,0,4.525244231267281,C,1,1,VIP,E,nan,4.0,39.30390644098724,6.253899784948949,Poor,Minor,0,76,Vegan,78.38206945954713,0,0.0,19.212958173496556,19.543167185865837,124.94060884779915,163.69673420716154,378,0,Silver,0,C57,104,354.8310086044899
1069,0,1,male,15.377696596005343,0,0,5.0645557082853205,Q,1,1,Discounted,nan,nan,3.0,25.471350027841417,18.876396981477114,Average,Minor,1,72,Jain,46.12422250832284,0,24.19652374086334,0.0,59.43160511702133,147.86523743786117,231.49336629574583,185,0,Gold,1,C59,102,282.7437159491518
1070,0,3,male,14.68072798448277,0,0,36.50938427353113,C,1,1,Standard,nan,nan,1.0,17.02636834071179,8.02333136873602,Average,None,0,88,Halal,35.8349768826378,0,0.0,0.0,3.3415349021369463,118.69264387450252,122.03417877663946,249,0,Gold,1,A22,103,389.45620963210376
1071,0,3,male,14.691669848399261,1,0,22.599370185273003,S,2,0,Discounted,C,nan,3.0,14.891240697043552,3.796631067901261,Poor,None,0,80,Vegetarian,3.147370341865357,1,0.0,0.0,24.211215968417104,90.20761060328451,114.41882657170162,254,0,Gold,1,A19,105,335.29238442240444
1072,0,1,male,37.276549238460134,0,0,223.35063707357412,S,1,1,Premium,nan,nan,3.0,10.918322011237006,13.531016749296029,Excellent,None,0,114,Halal,16.97202279104029,0,10.37997678607147,4.787497964614333,21.583462619001292,50.88304475876757,87.63398212845466,75,1,Platinum,1,A64,103,295.928026135614
1073,1,1,female,28.413204585239534,4,3,448.8042303692251,Q,8,0,VIP,D,L3,1.0,43.5708301935327,15.722972516482422,Poor,None,1,4,Jain,4.8956076729831395,7,12.383891642555414,19.186864112073444,9.913219151337229,81.68931730661241,123.1732922125785,385,0,Silver,1,C18,105,285.81074106574357
1074,0,3,male,23.105639345190667,0,0,2.005853814049946,C,1,1,Standard,nan,nan,,30.89099314632002,17.457375318409703,Poor,None,0,38,Vegan,165.96680840923105,0,0.0,5.528479106752727,51.81762245655259,6.160225918560814,63.50632748186613,458,1,Platinum,1,C61,102,331.5367712669062
1075,0,3,male,18.66692102517102,0,1,5.298109476385748,S,2,0,VIP,nan,nan,5.0,8.437322524615519,15.860078495079268,Poor,None,1,108,Jain,7.255921546960757,1,0.0,6.882506633521239,41.932632023226816,111.72376132948696,160.538899986235,107,0,None,0,B34,102,328.62746086116334
1076,0,3,male,43.45804000941499,1,0,14.907936492553343,S,2,0,Standard,nan,nan,3.0,22.216114560678594,9.703436894411288,Average,None,1,27,Jain,8.230491569113779,1,0.0,42.64826426089875,39.59938113995727,66.89333176381527,149.14097716467128,155,0,Platinum,1,A60,102,276.09941972996836
1077,0,3,female,,0,0,12.503351725424043,S,1,1,Premium,nan,nan,1.0,21.548014286229947,18.56530590463302,Excellent,None,0,9,Halal,110.17166885394542,0,0.0,3.141768381668806,62.67081490396364,3.003484459828143,68.81606774546059,81,1,None,0,B43,103,305.5101454961008
1078,0,1,male,37.44123994272104,0,0,14.204595207448083,C,1,1,VIP,E,nan,4.0,13.178263581925835,19.80069253239873,Poor,None,1,111,Vegetarian,144.05618776882332,0,89.83794530066614,1.570966990201053,38.48881379688004,9.376041226561622,139.27376731430886,76,0,Bronze,1,C12,101,353.7834052409161
1079,0,2,female,20.674123216708203,0,2,37.22208606569893,nan,3,0,Discounted,nan,nan,3.0,24.597843146248582,8.971189357722306,Average,None,0,16,Jain,72.58519144118097,2,0.0,62.66062123161945,7.91276747312431,58.119969573263496,128.69335827800725,484,0,Bronze,1,C68,103,218.19862452718502
1080,0,1,male,,1,0,21.604506715449833,S,2,0,Standard,nan,nan,3.0,19.94447144269114,14.09496930670193,Good,None,0,56,Halal,0.2709791559304135,1,18.884603392355725,22.443200284105245,36.68067724048082,87.51322785276527,165.52170876970706,469,1,None,1,B57,103,343.5526932332228
1081,0,3,male,21.31741589849404,0,1,2.660361416681252,S,2,0,VIP,C,nan,3.0,20.381166747148214,13.627799864454902,Good,Minor,1,76,Vegetarian,0.06735889967388212,1,0.0,6.698022760585462,11.032198654106951,69.630592342819,87.36081375751141,459,0,None,1,D28,104,331.27287470156125
1082,1,3,male,17.379679131459632,8,2,8.08471633505379,S,11,0,Discounted,nan,L3,3.0,38.25619510045814,16.10190791394017,Poor,None,1,31,Vegan,23.748860433623292,10,0.0,0.0,8.319069879524301,92.88064759382323,101.19971747334753,257,0,Platinum,1,C91,104,371.19884853368944
1083,0,2,male,32.65165969405409,4,0,19.773479532112216,Q,5,0,VIP,nan,nan,3.0,15.046852347733834,13.975381041129456,Good,None,1,88,Vegan,7.738940436914979,4,0.0,51.37319812152008,2.2741676777826343,72.04413881870337,125.69150461800609,126,0,None,1,C82,103,257.0607779218057
1084,1,1,female,,0,0,73.75499687000473,C,1,1,VIP,D,L1,3.0,33.88369814849099,14.660611139635117,Excellent,Minor,0,119,Standard,0.927863403630786,0,46.44932573813719,16.11619953696338,40.880684481543504,99.25557682220202,202.70178657884608,484,0,Silver,0,D85,105,300.34296516557345
1085,1,2,female,15.963637964955979,0,0,2.1108098653623024,C,1,1,VIP,nan,L5,3.0,30.67923307464207,18.209077651208453,Good,None,0,14,Halal,31.187277309150186,0,0.0,0.0,37.23995758263912,32.86890970062013,70.10886728325926,390,0,Bronze,1,A76,104,312.30410256029376
1086,0,2,female,46.47509774325875,1,0,46.18514584841132,S,2,0,Standard,nan,nan,5.0,30.564163055204027,9.430734501994333,Good,None,1,109,Vegetarian,143.28952603029143,1,0.0,6.488085724267835,8.016761446549147,16.926478077543212,31.431325248360196,281,0,Bronze,0,C77,103,344.32779103201415
1087,0,3,male,19.26497613538067,0,1,3.2413657255036634,S,2,0,Discounted,D,nan,3.0,34.83533057637992,18.68686567630412,Excellent,None,0,25,Jain,19.56476687595054,1,0.0,44.347961560251605,41.51440523637853,89.465093193849,175.32745999047916,473,0,None,1,A10,101,325.74701574966
1088,0,3,male,23.76423573266645,0,2,1.4563989401787034,S,3,0,Premium,nan,nan,4.0,29.67719162880443,20.705663657656252,Poor,None,0,34,Vegan,54.10851191727974,2,0.0,18.995547033987123,74.972923856417,72.70342754044611,166.67189843085023,87,0,Gold,1,C72,105,225.62669407126353
1089,0,3,female,,0,0,23.057560034040353,S,1,1,Standard,C,nan,4.0,44.56648016808731,23.17067496744434,Poor,None,0,67,Vegetarian,52.81146650539041,0,0.0,49.304611849525976,3.4296483145398726,4.0301481067402944,56.76440827080614,203,0,Gold,1,A91,102,317.46264197169876
1090,0,2,male,,0,0,68.54487976057214,C,1,1,Standard,C,nan,3.0,35.40110413776169,4.283163379313205,Excellent,None,0,24,Halal,14.456162433387126,0,0.0,82.6159351744529,7.94384537524375,57.072282823955376,147.63206337365204,15,0,None,1,D86,103,420.2537264562245
