Timestamp,Sensor_01_Reading,Sensor_02_Reading,Sensor_03_Reading,Sensor_04_Reading,Sensor_05_Reading,Sensor_06_Reading,Sensor_07_Reading,Sensor_08_Reading,Sensor_09_Reading,Sensor_10_Reading,Sensor_11_Reading,Sensor_12_Reading,Sensor_13_Reading,Sensor_14_Reading,Sensor_15_Reading,Sensor_16_Reading,Sensor_17_Reading,Sensor_18_Reading,Sensor_19_Reading,Sensor_20_Reading,Sensor_21_Reading,Sensor_22_Reading,Sensor_23_Reading,Sensor_24_Reading,Sensor_25_Reading,Sensor_26_Reading,Sensor_27_Reading,Sensor_28_Reading,Sensor_29_Reading,Sensor_30_Reading,Sensor_31_Reading,Sensor_32_Reading,Sensor_33_Reading,Sensor_34_Reading,Sensor_35_Reading,Sensor_36_Reading,Sensor_37_Reading,Sensor_38_Reading,Sensor_39_Reading,Sensor_40_Reading,Sensor_41_Reading,Sensor_42_Reading,Sensor_43_Reading,Sensor_44_Reading,Sensor_45_Reading,Sensor_46_Reading,Sensor_47_Reading,Sensor_48_Reading,Sensor_49_Reading,Sensor_50_Reading,System_Load_Percent,Equipment_Failure_Event
2026-01-01 10:00:00,27.7816,22.365,19.6743,24.329,21.6666,18.3609,20.4526,19.2779,18.0771,26.8968,19.5953,26.9162,17.3013,20.0394,25.9448,21.5691,19.0007,16.8312,17.786,23.2184,25.0428,20.7712,18.9746,17.8443,18.1936,24.6759,19.2078,20.6067,24.2713,17.3698,16.206,27.2515,22.6275,22.6953,21.1902,26.9167,17.8965,16.463,17.3101,23.9078,23.5423,18.7405,26.0991,23.5176,18.7025,19.9208,19.7746,28.4343,21.5549,17.8734,63.06,0
2026-01-01 11:00:00,25.7603,21.0368,17.4109,22.9415,19.4166,18.4929,18.8792,18.0878,17.8171,26.036,19.9608,25.3414,18.669,18.1122,22.9772,21.6169,19.2049,16.6927,17.5955,21.5052,22.3915,18.1374,17.4194,17.121,17.5855,20.773,17.4349,20.5265,22.0365,17.1296,14.6773,26.0529,20.7204,21.6409,23.6865,24.4523,18.2205,15.3401,18.9756,25.9414,22.804,15.6748,23.4639,23.2724,18.8299,17.3626,18.1572,20.3983,18.2862,19.5034,58.76,0
2026-01-01 12:00:00,24.0401,19.45,17.9054,20.1977,18.1532,16.0213,18.2534,15.8917,19.8437,23.3188,21.9962,20.3391,17.6724,14.9364,22.6014,18.2514,17.9183,19.0754,18.5411,20.189,19.1718,18.8478,17.2929,15.2892,17.0499,20.2824,16.6078,18.6736,19.5668,18.3672,17.7488,22.1981,17.1331,19.5754,24.4936,21.2476,17.8398,19.4603,18.8609,23.3873,20.9492,16.3648,22.6454,23.506,19.009,16.6875,17.1374,22.9353,15.9456,14.4186,55.97,0
2026-01-01 13:00:00,20.9053,17.4895,17.6629,17.8506,17.2626,17.7501,16.5843,17.7911,20.9594,20.7466,23.7446,20.5572,17.8975,17.8114,19.9869,19.2599,16.8933,20.2729,17.2178,19.3427,20.1554,15.5018,16.0005,18.2741,17.604,18.2382,18.1246,17.4727,19.163,16.9395,17.2218,21.1263,17.5008,21.1952,27.018,19.9431,17.0968,21.2776,19.2489,19.9528,17.4666,16.9368,20.4473,18.6856,20.7588,14.6025,19.2733,19.8772,16.4869,20.2372,37.31,0
2026-01-01 14:00:00,19.2005,17.6092,17.1136,17.2425,16.5107,17.7317,15.9376,17.3408,23.392,19.2965,26.3269,18.3484,19.6211,16.3234,18.6205,17.5998,16.3596,22.5428,20.1541,17.2641,17.7472,18.5946,16.953,16.3202,16.4683,16.192,20.7137,16.8924,18.6512,20.4652,20.9249,19.0563,16.0242,15.0851,28.8213,17.4469,17.7422,20.8257,20.0558,18.8023,16.852,20.1078,14.5899,17.8902,20.2299,15.9057,16.7977,18.1213,16.1746,17.4685,34.44,0
2026-01-01 15:00:00,18.3367,16.7143,17.981,16.0543,17.1997,18.7617,17.6257,18.7838,25.9561,17.9807,27.3088,19.1615,20.7263,18.6478,16.6508,17.8268,18.2168,24.7698,22.9864,18.7826,16.4348,19.5928,18.0813,18.5696,17.911,17.3918,19.2014,16.5726,16.2796,20.3568,18.8578,17.8132,16.3402,16.9067,29.9764,19.0952,21.9406,23.2626,24.3367,18.2207,19.9027,21.3742,15.2125,16.202,24.9517,19.1623,15.8757,17.2491,15.106,21.0924,37.33,0
2026-01-01 16:00:00,17.0683,18.3852,18.3884,17.82,17.8924,20.1555,18.6878,18.155,26.5744,17.5193,30.2859,18.1085,24.5322,19.5862,17.5422,16.7872,17.8535,26.5421,24.9049,17.5966,18.1655,18.2393,20.0247,19.497,18.2104,18.1416,22.5776,17.7154,19.9053,23.0588,23.7257,16.0939,15.9411,17.2447,33.0616,16.7772,20.849,26.1001,24.821,18.2709,18.5585,20.8888,16.4653,18.6064,26.4471,20.7795,17.5976,17.4476,18.6206,21.8825,34.09,0
2026-01-01 17:00:00,17.2291,17.8592,21.167,18.0411,19.2793,22.4574,20.8873,22.4971,28.8431,16.028,31.8754,17.2504,26.1021,20.6668,17.5057,17.2001,21.9335,28.729,26.1382,19.0972,18.1927,18.8023,22.2568,23.1003,19.8997,17.6262,23.816,19.6943,16.0755,24.7101,25.8592,18.2959,19.2526,17.8368,33.9217,15.8332,19.5364,30.779,27.5432,19.7906,17.5653,22.8237,18.574,18.0662,26.8444,20.9315,19.2609,14.0342,22.463,22.271,20.22,0
2026-01-01 18:00:00,16.6051,19.796,23.1139,18.3387,20.7905,24.3798,20.8936,22.6086,31.0362,16.812,33.0074,17.2878,28.5649,23.4708,18.5656,19.1119,22.0425,31.4696,29.9266,18.1517,17.1946,20.9617,22.7436,22.8613,23.5298,15.9438,24.2004,18.9526,17.8834,27.0703,27.6221,17.8902,18.6078,17.4511,34.545,16.0266,25.2912,32.327,31.0904,16.9534,16.0133,27.4561,16.9867,17.1146,26.7021,24.0302,19.0121,17.3398,23.5147,24.3408,31.25,0
2026-01-01 19:00:00,16.8946,20.9686,24.8243,19.2735,23.1152,26.236,24.4442,27.1326,33.7476,18.7857,32.4146,18.3196,30.495,25.1969,18.8894,21.9305,22.936,31.2594,30.2434,19.998,19.8535,24.4005,26.8815,25.395,23.1684,19.5301,26.2245,22.1891,20.5563,28.4077,28.4735,16.4954,23.0171,18.5612,32.002,17.2231,27.1233,32.9627,30.9722,20.4046,19.9969,30.5443,19.5088,19.3684,27.3581,21.811,22.6546,16.5002,27.6024,28.8842,15.56,1
2026-01-01 20:00:00,19.4455,24.5617,27.5646,21.4142,25.2492,28.0433,27.3087,28.9083,32.2487,19.2653,32.8953,18.3656,30.8124,27.1271,21.2092,24.7251,25.623,31.4638,32.1551,22.4369,22.4285,25.268,26.967,26.8694,27.169,20.8606,29.1505,23.7933,24.5569,29.5985,29.6383,19.1218,26.191,20.8215,32.6278,20.018,29.8712,35.2094,31.8142,19.7802,20.7196,32.2131,21.3579,24.8857,33.3727,27.6707,24.2763,19.2635,27.8651,26.4811,30.85,0
2026-01-01 21:00:00,20.0509,24.7757,28.6925,23.5412,26.1454,29.0478,27.5877,28.5202,34.4121,20.3659,32.7717,21.6239,31.5486,27.4884,22.3916,25.4812,27.8443,33.2857,32.3861,23.8377,22.2171,24.8649,29.8729,27.6271,28.4096,25.5891,31.5387,23.9067,23.5516,33.6938,32.918,20.7586,27.3193,25.7165,32.3228,24.9139,30.954,34.4463,32.6581,21.3329,23.3819,30.8573,23.1367,23.8758,30.5813,26.9441,25.838,22.0015,30.851,29.7515,33.2,0
2026-01-01 22:00:00,22.0179,27.7802,30.8767,26.0639,29.2579,31.1756,28.8479,31.5213,34.0323,22.3172,30.6797,22.6542,32.8746,30.5569,23.4026,26.0584,31.9219,31.8707,32.273,27.2848,26.3736,29.8644,32.5927,31.959,29.6096,25.5194,33.2329,27.1453,25.1013,32.5468,31.6393,23.3837,28.745,26.7666,31.2193,28.2371,30.5221,33.3851,32.7888,23.521,25.3387,32.2352,23.7028,24.7977,31.8733,29.5141,26.7415,25.042,28.5322,30.5413,34.57,0
2026-01-01 23:00:00,23.2623,28.9834,31.2923,28.0662,29.7323,32.252,30.9416,31.4925,31.7272,25.457,31.431,25.3205,32.3618,30.8821,27.9897,28.2716,30.6406,31.4262,32.2657,29.3072,28.4491,31.9224,32.1482,32.5305,30.3949,26.2582,31.3357,29.7079,28.8604,31.8609,33.3607,24.8349,32.2026,26.6851,25.7171,28.3607,33.7361,31.0621,31.3966,27.3582,28.3004,33.8507,24.9796,28.5862,33.6123,32.9419,31.6119,24.784,31.6747,31.2693,40.84,0
2026-01-02 00:00:00,25.8086,30.7743,32.6859,30.6172,32.1346,33.0944,32.3181,32.4375,30.2541,26.665,28.5327,27.3737,32.7182,31.859,27.9146,29.5063,32.3435,30.6029,32.7287,29.9128,29.0037,32.7351,31.4999,33.2476,31.4494,29.7055,33.7623,33.5356,29.7987,34.6415,32.9993,28.3194,32.1794,32.1775,25.4726,26.881,33.2336,29.1924,33.8533,27.2465,30.4554,33.8016,26.7564,29.3966,30.3764,34.0299,31.0737,30.5193,32.6269,34.8323,47.46,0
2026-01-02 01:00:00,28.1638,32.3897,32.9135,30.9257,33.0306,34.1052,33.2809,32.6147,28.2803,29.3247,26.7664,29.0898,32.5071,32.7727,30.8511,31.8931,32.5445,28.7284,31.405,32.1578,31.7889,33.5659,33.1832,33.8204,32.3294,31.9316,32.5309,31.5991,32.2482,32.1027,31.5007,30.126,31.7213,34.1669,23.1746,29.3347,34.3432,29.2472,29.5977,29.9758,30.801,32.6605,34.3519,31.3384,34.3777,30.4846,28.4919,28.4642,31.9708,33.7423,55.65,0
2026-01-02 02:00:00,29.3106,33.499,32.9041,31.5109,31.8684,31.8577,32.6147,32.9353,26.7455,30.2004,24.0637,30.6471,30.1235,33.9914,32.2921,32.5716,33.4306,28.9808,28.6133,34.3992,32.5545,34.5882,32.241,32.5851,32.8476,32.4946,31.714,32.3533,32.479,29.4689,31.759,33.2242,33.2729,33.1108,23.3552,30.6508,34.3629,28.2763,29.5492,30.6988,31.0339,30.6722,32.3514,33.3686,29.6815,30.6005,33.6872,30.0539,35.0737,33.2044,70.44,0
2026-01-02 03:00:00,31.5733,33.8737,31.8087,32.2706,32.8827,30.4649,33.519,31.9535,23.7568,31.1389,21.4797,31.9475,28.6158,32.3997,33.0729,32.96,32.0469,25.9922,27.4988,33.9882,31.9512,32.484,31.7703,30.9944,32.9932,32.1892,30.93,33.5335,32.1492,28.9528,30.7968,29.4718,35.2626,33.646,17.0921,32.4984,31.1937,28.9129,25.2559,31.9153,32.9242,30.2237,35.2098,33.6096,29.5148,31.2645,33.6364,33.958,29.0643,32.2106,70.97,0
2026-01-02 04:00:00,32.1001,31.7821,30.7026,32.9444,31.8256,29.1027,30.8303,29.5889,22.6054,32.9225,20.1342,32.6222,26.4464,31.2353,32.8433,31.9198,30.4976,24.473,26.1272,33.579,33.8508,33.3839,32.6726,30.2037,30.9856,32.6165,30.3869,32.5278,35.5897,25.8786,27.1128,34.4031,31.0491,33.0892,17.1526,32.1405,30.9111,23.6453,25.1829,34.838,32.3989,27.9341,32.0362,33.1699,26.8487,28.4438,33.808,32.7367,30.4005,31.4004,77.39,0
2026-01-02 05:00:00,32.7903,31.8535,29.6066,32.0101,30.4486,27.779,29.0067,28.9509,21.7815,32.9797,19.1664,33.4052,25.0444,29.8865,32.9998,31.0391,29.8251,22.3022,24.9634,33.5639,33.1944,30.2553,27.9408,27.6428,29.5282,33.3989,26.9051,30.3504,29.3007,25.1524,26.6549,34.06,29.5547,31.5532,19.2553,33.7006,29.27,22.1261,22.6642,33.1398,29.9122,25.9398,34.7865,31.717,19.7673,28.7781,31.9425,33.4671,30.5296,28.167,72.86,0
2026-01-02 06:00:00,32.6178,31.1374,26.9859,31.2332,30.1108,26.0062,29.0577,26.5575,18.7461,33.2788,18.3449,33.0349,21.8862,26.7026,32.3472,30.8083,27.938,19.9006,22.2777,32.8192,31.0768,29.7304,27.4779,27.2133,27.837,31.7444,23.0973,28.4422,33.3948,25.8595,21.5598,32.7187,30.2994,28.9566,16.6185,31.8371,26.1569,20.5935,20.6342,31.817,32.0874,24.7911,31.8228,29.0448,22.4234,28.6917,30.0126,32.0521,28.0213,28.0725,75.92,0
2026-01-02 07:00:00,33.3425,27.7157,24.2662,29.6741,27.0131,24.0085,24.8974,23.4098,17.7969,32.6414,17.3183,31.8233,18.8659,24.0967,31.276,29.4728,25.6807,19.4664,20.3878,31.1579,29.6553,26.5658,24.2802,23.6839,26.3667,32.2863,22.2754,26.5514,30.9462,22.431,20.873,31.8615,27.4554,28.2568,15.8117,32.02,26.307,18.986,19.2937,31.1378,28.7773,23.1189,31.3199,32.6641,19.6812,23.2003,27.266,31.2696,24.2553,24.2307,69.86,0
2026-01-02 08:00:00,31.3183,26.8257,24.0709,28.7115,24.8644,22.0863,24.1365,22.2733,16.0857,30.5201,17.3286,31.4509,19.3434,21.8824,30.4101,26.1764,23.6401,17.2243,18.0588,27.8929,28.6786,26.5358,22.7606,21.9115,24.4518,28.5535,21.4998,27.4383,27.316,20.1416,19.7396,30.8129,25.054,27.591,19.9112,30.0534,23.1838,19.9756,18.4878,30.6418,27.5292,20.3746,29.4396,30.7664,18.3157,26.1942,25.2384,30.9278,21.4409,22.359,70.54,0
2026-01-02 09:00:00,29.2907,24.5727,21.9211,25.7842,23.3146,20.4259,24.2289,21.7733,17.3106,29.3735,17.2572,29.6189,18.6013,21.4792,27.2773,25.4683,23.0703,17.002,17.8446,26.7413,25.8006,23.1829,21.845,20.853,20.4275,24.9019,19.9864,23.3632,28.1243,18.0739,19.1907,29.5642,22.1325,26.2865,17.5851,29.0188,19.3955,18.9266,17.0448,28.4422,25.5585,18.9451,26.7893,26.2151,17.533,21.028,24.8301,30.5231,22.5128,19.9646,65.47,1
2026-01-02 10:00:00,28.4543,22.7455,18.7438,23.8181,21.7214,18.2588,20.3835,18.8284,17.5946,26.938,18.7933,28.422,17.5468,20.3746,25.071,23.7886,19.9947,16.5867,18.378,23.5768,22.1244,20.6111,19.7818,21.0535,19.7663,24.1739,18.6253,24.9334,22.5375,17.5594,18.7375,26.7534,19.3613,23.2573,22.1375,24.4704,19.0242,17.3199,17.0255,26.5205,23.7496,17.4355,24.779,25.2527,18.7338,20.2514,21.6482,26.8901,18.5499,18.7799,64.45,0
2026-01-02 11:00:00,25.3717,20.222,18.552,22.4324,19.5193,18.7614,18.1484,16.7021,18.337,25.5878,20.8914,24.1349,16.6141,18.9959,22.2286,19.175,17.8282,18.9876,17.2848,21.7982,22.3474,18.003,17.992,16.7316,19.8569,21.7726,16.7613,20.0139,23.1021,18.4481,17.3352,23.4811,18.2072,21.456,20.9388,24.4546,18.7921,17.1254,18.4511,24.048,21.9838,17.4355,23.8218,22.0535,19.7945,16.9648,18.0526,25.2333,16.921,18.4158,53.64,0
2026-01-02 12:00:00,24.0269,18.2793,17.0492,19.8731,18.968,16.8395,17.7242,17.7581,19.4858,23.236,22.076,23.4218,16.6746,16.7781,21.3824,20.7255,17.3408,18.7781,16.2949,20.5035,19.3695,18.1623,16.7879,16.0133,16.3385,18.9245,15.7642,19.8566,17.9738,15.2639,17.8966,22.6477,20.404,19.9043,23.1432,20.4332,19.6407,18.2994,17.2224,23.7674,18.325,18.4346,21.0909,19.2451,16.5853,19.0723,18.226,24.0082,18.9456,17.3231,46.65,0
2026-01-02 13:00:00,20.8852,16.8428,17.1675,18.9594,17.7115,17.2418,17.1198,16.4488,21.1431,20.6997,24.1347,20.8931,18.8635,18.1477,19.9236,18.7422,17.2252,20.8965,17.504,17.3376,18.3186,16.5244,17.4454,16.982,17.2649,19.1186,18.2383,16.6903,17.5327,21.0991,17.6417,21.001,17.6089,18.6264,27.2004,19.6102,18.1066,20.5703,18.4433,21.326,19.0697,18.7716,20.3056,18.9628,19.604,17.6177,17.69,20.0485,17.7692,16.1216,45.11,0
2026-01-02 14:00:00,19.4109,17.7109,17.4188,17.8493,15.7312,18.6279,17.1844,17.5873,23.6455,18.9723,25.85,19.3295,19.995,18.8931,17.9806,18.1559,16.0478,21.7163,20.5513,17.9838,19.0178,17.5695,19.0567,17.0438,17.0984,17.4574,17.3148,17.5001,16.5139,17.9849,19.3367,20.2831,14.9482,16.915,27.9094,17.3611,18.3104,21.4746,22.1002,18.7693,17.2629,18.5618,17.5875,18.0425,23.094,17.8842,14.4607,17.7619,17.1865,17.518,37.29,0
2026-01-02 15:00:00,18.7354,17.6211,17.8861,17.1846,16.9105,19.3177,17.9772,18.2353,25.3661,18.3683,26.6038,18.7752,21.5457,18.5134,17.7892,16.267,19.0677,24.9765,21.6102,16.5499,17.0608,18.1789,17.3542,19.5206,17.3188,17.4308,20.7001,18.711,16.4337,20.1964,20.7695,16.9877,18.7475,17.7195,30.9688,17.981,20.6297,25.5479,21.2974,18.1369,18.7225,20.0772,18.7289,19.397,22.7595,18.8386,18.5049,16.5768,19.1002,18.3829,29.52,0
2026-01-02 16:00:00,17.983,17.5741,18.8189,16.4297,17.6129,19.133,17.8708,20.8715,27.659,18.1755,28.8035,16.4046,25.0148,20.4199,16.8663,18.027,19.4671,27.0036,23.7425,16.1671,17.235,19.4588,21.329,20.5165,20.5885,19.0773,22.4563,17.299,17.2885,22.132,21.6262,18.2513,19.4902,16.0889,34.1501,18.8582,20.3225,25.6496,23.8088,16.3125,18.4842,21.9219,16.693,17.5076,25.4055,17.697,18.0695,16.1525,20.6456,20.0786,24.96,0
2026-01-02 17:00:00,17.1588,18.026,20.5043,18.3272,19.4422,22.3896,21.042,21.3198,29.4877,17.6998,31.4473,17.1908,24.9979,21.5589,17.9291,18.9251,21.4107,26.9489,25.3592,18.5508,18.2905,20.3619,22.3054,21.044,20.5672,17.5536,23.2395,17.4884,16.9551,24.1372,23.8244,15.8465,20.6556,18.4654,32.687,18.9076,21.2162,30.4699,30.3187,17.2175,19.8078,26.3599,19.6395,20.3033,27.5092,21.7544,17.2389,15.8325,21.6391,19.2993,23.05,0
2026-01-02 18:00:00,17.0212,18.7983,22.2925,19.9335,19.1849,24.9652,21.8915,22.6484,31.7104,16.6608,32.2642,17.2844,29.1114,22.6041,18.9398,18.9268,22.3441,30.1385,28.3794,18.699,19.3738,21.6681,24.4014,24.8995,23.8904,19.7161,25.699,19.6603,16.72,25.6957,26.9881,17.9189,20.3201,17.5004,35.1915,18.6856,25.357,31.1673,31.8495,16.9002,17.9684,24.6856,17.9763,18.8043,32.12,24.0915,20.3229,19.4161,23.9244,25.2214,28.26,0
2026-01-02 19:00:00,17.4765,21.7031,24.4053,20.1171,24.1858,25.6842,24.1984,25.178,32.6109,17.5145,33.2506,17.1875,29.6494,24.3281,20.216,21.7614,22.2729,31.6823,29.5185,20.653,19.5755,24.817,25.4572,28.0682,24.4243,19.9048,28.0699,21.592,20.9202,29.4064,30.3642,18.8706,22.3802,19.4766,33.4477,19.3202,26.1088,30.0963,30.681,19.0459,22.4651,27.0737,19.0326,19.7473,31.8994,22.9899,22.4657,16.026,22.5867,25.9656,27.52,0
2026-01-02 20:00:00,17.9185,22.775,26.9093,21.3066,25.0338,28.9684,25.4196,26.7306,33.0028,18.8728,34.2675,19.2693,29.7842,25.6688,21.261,22.9416,27.4125,32.3311,31.1493,22.0831,22.2004,27.0131,28.3599,27.4928,26.9702,22.2999,29.0893,22.7729,22.2993,31.4885,31.4928,19.3435,24.9069,21.9293,33.494,21.1075,31.9492,34.6017,33.8179,20.0939,22.7591,29.8015,22.8969,24.4146,35.0662,26.8643,26.0226,21.0539,27.6919,28.7553,25.33,0
2026-01-02 21:00:00,19.798,25.0681,28.4907,23.9443,26.8852,30.495,28.6807,29.2886,34.0934,20.5833,33.166,20.1813,32.1825,28.5362,22.2732,24.622,27.4206,34.2786,31.6739,23.776,24.3212,26.7228,28.2008,30.4018,27.9336,24.0,29.8484,27.661,24.7169,32.7321,30.3483,21.1873,28.4614,25.0645,28.3282,24.9124,30.6738,31.574,34.4954,21.6972,25.5958,33.0081,21.9005,26.3155,35.458,28.7636,28.0753,20.1686,28.7928,30.8571,29.46,1
2026-01-02 22:00:00,21.7473,27.1883,30.9545,26.5906,29.4656,32.3824,29.5377,32.1822,32.9911,21.6517,32.6172,24.2595,33.6952,30.3971,24.6909,27.0402,29.3065,31.9979,33.8474,26.5277,26.6297,31.2484,30.1892,29.4054,29.7191,26.2421,32.3867,27.9722,26.554,32.787,31.3891,23.8521,28.1732,27.2009,30.3195,24.0928,32.6723,35.2173,33.8713,24.2022,27.6673,32.5574,24.066,26.5925,33.0254,30.9511,30.3056,26.5703,30.1497,29.9658,32.91,0
2026-01-02 23:00:00,24.5569,29.2816,32.7082,27.6815,31.8703,32.1647,31.4077,33.0199,32.7168,25.5455,30.3949,25.579,32.7997,31.74,27.7273,29.2706,31.583,32.0773,32.9174,27.2003,28.6539,32.3256,32.8417,32.2342,32.1218,27.8742,33.1452,31.1664,29.4139,32.5402,32.5817,24.4649,29.6796,27.8933,28.2469,27.7697,32.0015,33.5457,32.7204,26.4987,29.3757,32.2078,25.7599,28.976,33.5457,33.2288,31.0619,26.6369,31.5067,33.618,41.96,0
